sentinel_depth,sentinel_temperature,sentinel_salinity,sentinel_density,slocum_depth,slocum_temperature,slocum_salinity,slocum_density
-0.76,3.0016,32.0857,1025.4419,19.0,2.8866,32.1495,1025.5021
-0.78,3.0026,32.0848,1025.4411,19.14,2.8858,32.1507,1025.5031
-0.78,3.0007,32.0864,1025.4426,19.25,2.8873,32.1516,1025.5037
-0.77,3.0005,32.0847,1025.4412,19.34,2.8881,32.1499,1025.5023
-0.78,3.0012,32.0836,1025.4403,19.44,2.9143,32.1733,1025.5187
-0.79,3.0015,32.0855,1025.4418,19.53,2.9409,32.1699,1025.5138
-0.79,3.0011,32.087,1025.443,19.59,2.9702,32.1761,1025.5163
-0.81,3.001,32.0847,1025.4411,19.63,2.9818,32.1832,1025.5209
-0.8,2.9998,32.0856,1025.442,19.67,2.9875,32.178,1025.5163
-0.81,3.0011,32.0866,1025.4427,19.69,2.9963,32.186,1025.5219
-0.79,3.0008,32.0857,1025.442,19.7,3.0233,32.2043,1025.5342
-0.81,3.0011,32.0853,1025.4416,19.7,3.0845,32.2146,1025.5372
-0.8,2.9993,32.0876,1025.4436,19.68,3.1407,32.2166,1025.5339
-0.8,2.9996,32.0827,1025.4397,19.64,3.1313,32.2135,1025.5323
-0.79,2.9995,32.0848,1025.4414,19.58,3.087,32.179,1025.5087
-0.79,2.9991,32.0861,1025.4424,19.53,3.0192,32.1785,1025.514
-0.79,3.0006,32.0836,1025.4403,19.44,2.9987,32.1829,1025.5192
-0.79,3.0013,32.0833,1025.44,19.35,2.9891,32.1824,1025.5197
-0.79,3.0003,32.084,1025.4407,19.26,2.9848,32.1848,1025.5219
-0.79,3.002,32.0833,1025.44,19.18,2.9871,32.1802,1025.5181
-0.8,3.0018,32.0817,1025.4387,19.08,2.9804,32.1734,1025.5132
-0.8,3.0008,32.0855,1025.4418,18.96,2.9574,32.1694,1025.512
-0.78,3.0008,32.0852,1025.4416,18.84,2.9424,32.1673,1025.5116
-0.79,3.0015,32.0826,1025.4394,18.71,2.937,32.1649,1025.5101
-0.78,3.0023,32.0841,1025.4406,18.57,2.9301,32.1524,1025.5008
-0.74,3.003,32.0832,1025.4398,18.41,2.9132,32.1519,1025.5018
-0.77,3.003,32.083,1025.4397,18.25,2.9257,32.1387,1025.4903
-0.81,3.0005,32.0865,1025.4426,18.09,2.9015,32.1522,1025.503
-0.78,3.0002,32.0881,1025.444,17.89,2.8926,32.1508,1025.5026
-0.76,3.0013,32.0867,1025.4427,17.71,2.8915,32.1534,1025.5048
-0.75,3.0025,32.0861,1025.4421,17.5,2.8893,32.1488,1025.5013
-0.77,3.0021,32.0854,1025.4416,17.3,2.8851,32.1501,1025.5026
-0.77,3.002,32.0872,1025.443,17.06,2.8846,32.1488,1025.5017
-0.73,3.0019,32.0875,1025.4433,16.84,2.8835,32.1477,1025.501
-0.77,3.0034,32.0852,1025.4413,16.62,2.8814,32.1506,1025.5034
-0.79,3.0046,32.0831,1025.4396,16.39,2.8855,32.149,1025.5018
-0.79,3.0038,32.0842,1025.4405,16.13,2.8871,32.1474,1025.5004
-0.8,3.002,32.0868,1025.4428,15.89,2.8879,32.1492,1025.5018
-0.8,3.003,32.0846,1025.4409,15.66,2.8969,32.1472,1025.4994
-0.8,3.0013,32.0845,1025.441,15.41,2.8963,32.1472,1025.4994
-0.78,3.0015,32.0867,1025.4427,15.14,2.8943,32.1467,1025.4993
-0.79,3.0022,32.0835,1025.4401,14.88,2.896,32.1462,1025.4987
-0.8,3.0034,32.0849,1025.4412,14.64,2.9203,32.1511,1025.5006
-0.77,3.0027,32.0844,1025.4408,14.39,2.9176,32.1565,1025.5051
-0.8,3.0028,32.083,1025.4397,14.11,2.9328,32.1508,1025.4993
-0.79,3.0029,32.0835,1025.4401,13.83,2.9326,32.1334,1025.4855
-0.83,3.0028,32.0841,1025.4405,13.56,2.9009,32.1452,1025.4975
-0.81,3.0025,32.0846,1025.441,13.29,2.8964,32.1448,1025.4975
-0.82,3.0025,32.0851,1025.4414,13.01,2.9072,32.1578,1025.5069
-0.81,3.002,32.0851,1025.4414,12.73,2.9237,32.1509,1025.5001
-0.81,3.0028,32.0853,1025.4415,12.47,2.9203,32.1392,1025.4911
-0.81,3.0028,32.0852,1025.4414,12.2,2.9233,32.1462,1025.4964
-0.81,3.0034,32.0847,1025.441,11.91,2.934,32.1476,1025.4967
-0.79,3.0021,32.0859,1025.442,11.62,2.9366,32.1427,1025.4926
-0.8,3.0019,32.0861,1025.4422,11.34,2.9377,32.1526,1025.5003
-0.78,3.0026,32.0844,1025.4408,11.06,2.9308,32.1504,1025.4991
-0.79,3.0018,32.084,1025.4405,10.77,2.9296,32.1577,1025.5051
-0.78,3.0026,32.0823,1025.4392,10.48,2.929,32.1418,1025.4925
-0.78,3.0036,32.0834,1025.4399,10.2,2.9228,32.144,1025.4947
-0.76,3.0024,32.0847,1025.4411,9.92,2.9209,32.1485,1025.4984
-0.76,3.0013,32.0841,1025.4407,9.65,2.9402,32.1561,1025.5029
-0.8,3.0031,32.0846,1025.4409,9.43,2.9416,32.1343,1025.4854
-0.78,3.0018,32.0852,1025.4415,9.31,3.0062,32.1461,1025.4894
-0.79,3.0035,32.0834,1025.4399,9.33,3.0133,32.1537,1025.4948
-0.8,3.0014,32.086,1025.4421,9.45,3.0128,32.141,1025.4848
-0.77,3.0008,32.0868,1025.4428,9.66,3.0096,32.1591,1025.4995
-0.78,3.0002,32.084,1025.4407,9.92,3.0131,32.1393,1025.4835
-0.83,3.0,32.0852,1025.4416,10.22,2.9491,32.1585,1025.504
-0.79,2.9984,32.087,1025.4432,10.54,2.9461,32.1586,1025.5044
-0.79,2.9982,32.0884,1025.4444,10.84,2.9724,32.1573,1025.5011
-0.83,2.9982,32.0864,1025.4427,11.13,2.9688,32.1517,1025.497
-0.81,2.9968,32.0909,1025.4465,11.42,2.9314,32.1535,1025.5016
-0.78,2.998,32.09,1025.4456,11.7,2.9307,32.1416,1025.4922
-0.76,2.9977,32.0874,1025.4436,11.96,2.9273,32.1475,1025.4971
-0.8,2.9967,32.0874,1025.4436,12.2,2.9066,32.1529,1025.5032
-0.76,2.9981,32.0881,1025.4441,12.44,2.9131,32.1712,1025.5171
-0.75,2.9985,32.0891,1025.4448,12.68,2.9542,32.1537,1025.4998
-0.73,2.9983,32.0893,1025.445,12.94,2.9528,32.148,1025.4954
-0.77,2.9972,32.0907,1025.4463,13.21,2.9274,32.1505,1025.4995
-0.8,2.9981,32.0889,1025.4447,13.49,2.9143,32.1467,1025.4976
-0.77,2.9977,32.0899,1025.4456,13.76,2.9393,32.1708,1025.5146
-0.74,2.9962,32.092,1025.4473,14.06,2.942,32.1548,1025.5017
-0.77,2.9963,32.0929,1025.448,14.37,2.9361,32.1606,1025.5068
-0.78,2.9981,32.0906,1025.4461,14.69,2.9278,32.1565,1025.5042
-0.78,2.9971,32.0885,1025.4445,15.01,2.9055,32.1427,1025.4951
-0.77,2.9978,32.0888,1025.4447,15.31,2.9376,32.1306,1025.4829
-0.78,2.9987,32.0893,1025.445,15.6,2.9223,32.1443,1025.495
-0.78,2.9987,32.0872,1025.4433,15.91,2.8949,32.1459,1025.4985
-0.79,2.9969,32.0868,1025.4432,16.2,2.8913,32.148,1025.5005
-0.77,2.9958,32.0842,1025.4412,16.48,2.891,32.148,1025.5005
-0.78,2.9962,32.0838,1025.4409,16.77,2.8909,32.1484,1025.5009
-0.79,2.9954,32.0879,1025.4442,17.07,2.8911,32.1476,1025.5002
-0.78,2.9945,32.0866,1025.4432,17.31,2.8904,32.1479,1025.5005
-0.8,2.9952,32.0872,1025.4436,17.53,2.8901,32.1483,1025.5009
-0.78,2.9956,32.0878,1025.4441,17.71,2.8907,32.1476,1025.5003
-0.79,2.9954,32.0876,1025.4439,17.84,2.8904,32.1474,1025.5001
-0.75,2.9964,32.0876,1025.4439,17.95,2.8896,32.1464,1025.4994
-0.73,2.9952,32.0879,1025.4442,18.04,2.8874,32.1475,1025.5004
-0.72,2.995,32.0878,1025.4441,18.1,2.8864,32.1481,1025.501
-0.74,2.996,32.088,1025.4442,18.18,2.887,32.1474,1025.5004
-0.75,2.999,32.0859,1025.4423,18.25,2.8861,32.1477,1025.5007
-0.77,3.0,32.0837,1025.4405,18.29,2.8837,32.1484,1025.5014
-0.79,2.9975,32.0833,1025.4403,18.32,2.8856,32.1471,1025.5002
-0.78,2.9988,32.0849,1025.4415,18.37,2.8856,32.1472,1025.5003
-0.77,2.9968,32.0863,1025.4428,18.4,2.8875,32.1511,1025.5033
-0.78,2.9969,32.0876,1025.4438,18.4,2.8867,32.1482,1025.5011
-0.79,2.9968,32.0851,1025.4418,18.39,2.8853,32.1476,1025.5007
-0.79,2.9976,32.0849,1025.4416,18.37,2.8849,32.1471,1025.5003
-0.77,2.9993,32.0854,1025.4418,18.38,2.8849,32.1476,1025.5007
-0.77,2.9985,32.0862,1025.4425,18.37,2.885,32.1473,1025.5004
-0.78,2.998,32.0872,1025.4434,18.34,2.8848,32.1474,1025.5005
-0.77,2.998,32.0856,1025.4421,18.29,2.8845,32.1473,1025.5005
-0.78,2.9995,32.0854,1025.4419,18.22,2.885,32.1486,1025.5015
-0.78,2.9973,32.0876,1025.4438,18.14,2.8846,32.1479,1025.501
-0.78,2.9983,32.0873,1025.4435,18.05,2.8849,32.1473,1025.5005
-0.78,2.9978,32.0874,1025.4435,17.96,2.8856,32.147,1025.5002
-0.8,2.9985,32.0867,1025.4429,17.83,2.8866,32.1483,1025.5011
-0.79,2.9989,32.0865,1025.4428,17.69,2.8891,32.1468,1025.4998
-0.79,2.9995,32.0859,1025.4423,17.58,2.8888,32.1473,1025.5002
-0.77,2.9991,32.0865,1025.4428,17.45,2.8884,32.1473,1025.5002
-0.77,2.9989,32.0886,1025.4444,17.31,2.8905,32.1473,1025.5
-0.77,2.9988,32.0889,1025.4447,17.15,2.8889,32.1475,1025.5003
-0.77,2.9987,32.0882,1025.4441,16.99,2.889,32.1478,1025.5005
-0.77,2.9985,32.086,1025.4424,16.83,2.8893,32.1489,1025.5014
-0.79,2.9985,32.0868,1025.443,16.67,2.8905,32.1473,1025.5
-0.76,2.999,32.0876,1025.4436,16.48,2.8918,32.1471,1025.4997
-0.75,2.9981,32.0875,1025.4437,16.25,2.8978,32.1506,1025.502
-0.77,2.9984,32.0857,1025.4421,16.01,2.8989,32.1441,1025.4968
-0.78,2.9988,32.0876,1025.4436,15.76,2.8917,32.1466,1025.4993
-0.78,2.9987,32.086,1025.4424,15.49,2.8978,32.1476,1025.4996
-0.78,2.9994,32.0836,1025.4404,15.2,2.8988,32.1472,1025.4993
-0.76,3.0001,32.0857,1025.442,14.9,2.8976,32.1463,1025.4986
-0.78,3.0011,32.0854,1025.4417,14.63,2.8955,32.1461,1025.4986
-0.77,3.0012,32.0829,1025.4397,14.36,2.8979,32.1471,1025.4992
-0.76,3.0008,32.0858,1025.4421,14.08,2.9191,32.1523,1025.5017
-0.77,3.0,32.0859,1025.4422,13.79,2.9223,32.1511,1025.5004
-0.77,3.0017,32.0841,1025.4406,13.51,2.9173,32.1516,1025.5013
-0.79,3.0014,32.0857,1025.4419,13.22,2.9169,32.1483,1025.4986
-0.78,2.9984,32.0879,1025.4439,12.93,2.9231,32.1474,1025.4974
-0.79,2.9986,32.0862,1025.4426,12.63,2.9258,32.1442,1025.4947
-0.79,3.0004,32.0812,1025.4385,12.33,2.9202,32.1474,1025.4977
-0.78,2.9989,32.0854,1025.4419,11.99,2.9317,32.1502,1025.4989
-0.81,2.9984,32.0853,1025.4419,11.65,2.934,32.1486,1025.4974
-0.79,3.0001,32.084,1025.4407,11.31,2.9189,32.1361,1025.4888
-0.8,3.0005,32.0832,1025.44,10.99,2.9431,32.1556,1025.5022
-0.77,2.999,32.0851,1025.4416,10.65,2.9646,32.1551,1025.5
-0.79,2.9998,32.0843,1025.4409,10.32,2.9699,32.1533,1025.4982
-0.78,3.0,32.0847,1025.4412,10.0,2.9702,32.1521,1025.4972
-0.77,3.0008,32.0835,1025.4402,9.69,2.9707,32.1531,1025.498
-0.79,3.0013,32.0824,1025.4393,9.39,2.9678,32.1464,1025.4929
-0.78,3.0005,32.0855,1025.4419,9.15,2.9595,32.1495,1025.496
-0.75,2.9985,32.0845,1025.4412,9.01,2.9653,32.1516,1025.4972
-0.77,2.9988,32.0866,1025.4429,8.99,2.9618,32.1529,1025.4985
-0.78,2.9996,32.0852,1025.4417,9.1,2.9639,32.1499,1025.496
-0.79,2.9995,32.0851,1025.4416,9.32,2.9644,32.1519,1025.4976
-0.75,2.9982,32.0861,1025.4425,9.61,2.9707,32.1511,1025.4964
-0.78,2.9989,32.0844,1025.4411,9.95,2.9497,32.1466,1025.4945
-0.78,2.9981,32.0815,1025.4388,10.3,2.9578,32.1504,1025.4969
-0.77,2.9979,32.0862,1025.4426,10.63,2.954,32.1486,1025.4958
-0.75,2.9982,32.0848,1025.4414,10.95,2.9456,32.1432,1025.4922
-0.73,2.9981,32.0865,1025.4429,11.24,2.947,32.1469,1025.495
-0.74,2.9977,32.0846,1025.4414,11.54,2.9325,32.1444,1025.4943
-0.72,2.9979,32.0863,1025.4427,11.83,2.9589,32.1494,1025.496
-0.75,2.9978,32.0864,1025.4428,12.13,2.9597,32.1502,1025.4965
-0.77,2.9983,32.0866,1025.4429,12.43,2.963,32.1591,1025.5034
-0.78,2.998,32.0838,1025.4407,12.73,2.9642,32.1535,1025.4988
-0.76,2.9976,32.0837,1025.4406,13.04,2.9647,32.1583,1025.5026
-0.79,2.9976,32.0866,1025.443,13.34,2.9657,32.1329,1025.4824
-0.78,2.9988,32.0855,1025.442,13.63,2.9253,32.1514,1025.5004
-0.77,2.9989,32.0837,1025.4406,13.92,2.9174,32.14,1025.492
-0.75,3.0013,32.0829,1025.4397,14.21,2.899,32.1497,1025.5012
-0.75,2.9995,32.0835,1025.4403,14.49,2.9106,32.1471,1025.4982
-0.75,2.9998,32.0833,1025.4401,14.77,2.8998,32.1419,1025.495
-0.76,2.9994,32.0836,1025.4404,15.06,2.894,32.1483,1025.5005
-0.76,3.0005,32.0811,1025.4384,15.37,2.8939,32.1491,1025.5012
-0.77,3.0005,32.0842,1025.4408,15.69,2.9025,32.1506,1025.5016
-0.75,2.9993,32.0849,1025.4415,15.99,2.8925,32.1477,1025.5002
-0.77,2.9991,32.0829,1025.4399,16.27,2.8914,32.1482,1025.5007
-0.78,2.9991,32.0823,1025.4394,16.56,2.891,32.1477,1025.5003
-0.76,2.9988,32.0843,1025.441,16.87,2.8887,32.1481,1025.5008
-0.75,2.9998,32.0832,1025.44,17.18,2.8904,32.1482,1025.5008
-0.74,3.0,32.0826,1025.4396,17.46,2.8893,32.1483,1025.5009
-0.74,3.0,32.0843,1025.4409,17.75,2.8895,32.1475,1025.5002
-0.75,3.0006,32.0845,1025.4411,18.04,2.8895,32.1475,1025.5002
-0.76,3.0011,32.0826,1025.4395,18.28,2.8886,32.1481,1025.5008
-0.78,3.0,32.083,1025.4399,18.44,2.8877,32.1481,1025.5009
-0.77,3.0002,32.0847,1025.4412,18.57,2.8855,32.1496,1025.5022
-0.76,3.0007,32.0852,1025.4416,18.7,2.8854,32.1501,1025.5027
-0.75,3.0012,32.0841,1025.4407,18.82,2.887,32.1519,1025.5039
-0.75,3.0015,32.082,1025.4389,18.9,2.8917,32.1536,1025.5049
-0.78,3.0,32.0842,1025.4409,18.96,2.9055,32.1564,1025.506
-0.78,3.0001,32.0847,1025.4412,19.04,2.9353,32.1803,1025.5225
-0.75,2.9991,32.0873,1025.4434,19.12,2.9566,32.1684,1025.5113
-0.75,2.9986,32.0831,1025.4401,19.19,2.9847,32.1918,1025.5275
-0.78,2.9993,32.0846,1025.4413,19.22,3.0705,32.2029,1025.5291
-0.78,3.0003,32.0846,1025.4412,19.23,3.0774,32.1998,1025.526
-0.79,3.0001,32.0851,1025.4415,19.26,3.0794,32.2158,1025.5385
-0.78,3.0001,32.0864,1025.4426,19.3,3.077,32.2045,1025.5298
-0.75,2.9983,32.0833,1025.4403,19.33,3.0277,32.169,1025.5058
-0.76,2.9998,32.0839,1025.4406,19.31,2.9911,32.1823,1025.5194
-0.76,2.9955,32.089,1025.4451,19.26,2.9747,32.1757,1025.5155
-0.75,2.9974,32.0873,1025.4435,19.25,2.9659,32.1768,1025.5172
-0.72,2.9998,32.0856,1025.442,19.22,2.9681,32.1764,1025.5166
-0.68,3.0001,32.087,1025.443,19.18,2.9701,32.1764,1025.5165
-0.65,2.9993,32.0873,1025.4433,19.12,2.9704,32.1757,1025.5159
-0.62,3.0001,32.0874,1025.4434,19.05,2.9451,32.1676,1025.5116
-0.59,3.0014,32.0872,1025.4431,18.97,2.9106,32.1527,1025.5026
-0.51,3.0016,32.088,1025.4438,18.89,2.9066,32.1607,1025.5093
-0.48,3.0008,32.0899,1025.4453,18.8,2.8959,32.1484,1025.5005
-0.39,3.0008,32.091,1025.4462,18.68,2.887,32.1524,1025.5044
-0.3,2.9998,32.0928,1025.4477,18.54,2.8879,32.1501,1025.5025
-0.24,2.9979,32.096,1025.4504,18.41,2.8875,32.1491,1025.5017
-0.16,2.9976,32.0977,1025.4518,18.26,2.8859,32.1478,1025.5008
-0.04,2.9965,32.0993,1025.4531,18.09,2.8857,32.1488,1025.5016
0.07,2.9946,32.1024,1025.4557,17.91,2.8852,32.1472,1025.5004
0.19,2.9954,32.1024,1025.4556,17.74,2.8846,32.1479,1025.501
0.31,2.9964,32.1019,1025.4552,17.54,2.888,32.1474,1025.5003
0.46,2.9961,32.1027,1025.4559,17.33,2.888,32.147,1025.5
0.59,2.995,32.1032,1025.4563,17.08,2.8882,32.1517,1025.5037
0.76,2.9943,32.1011,1025.4547,16.86,2.8948,32.1472,1025.4996
0.9,2.9937,32.1005,1025.4543,16.6,2.8927,32.1473,1025.4999
1.05,2.9934,32.1012,1025.4549,16.31,2.8953,32.1477,1025.4999
1.23,2.9909,32.1023,1025.456,16.03,2.8944,32.1463,1025.4989
1.41,2.9898,32.1034,1025.457,15.77,2.8954,32.1481,1025.5003
1.62,2.9893,32.1038,1025.4573,15.49,2.8935,32.1466,1025.4992
1.81,2.9881,32.1053,1025.4586,15.21,2.8967,32.1487,1025.5006
2.04,2.9854,32.1061,1025.4595,14.94,2.8973,32.1471,1025.4993
2.24,2.985,32.107,1025.4602,14.64,2.897,32.147,1025.4992
2.47,2.985,32.1074,1025.4605,14.34,2.8994,32.1458,1025.4981
2.72,2.9846,32.1078,1025.4609,14.05,2.8994,32.1475,1025.4994
2.97,2.9841,32.1084,1025.4614,13.75,2.9006,32.1473,1025.4992
3.2,2.9842,32.1093,1025.4621,13.45,2.9001,32.1472,1025.4991
3.44,2.9837,32.1096,1025.4624,13.15,2.8988,32.1469,1025.4991
3.72,2.9817,32.1108,1025.4635,12.83,2.8987,32.1476,1025.4996
3.98,2.9846,32.1123,1025.4645,12.5,2.9037,32.1496,1025.5007
4.28,2.9847,32.1116,1025.4639,12.18,2.9066,32.1487,1025.4998
4.55,2.985,32.1124,1025.4645,11.84,2.9249,32.1451,1025.4954
4.85,2.9861,32.1132,1025.465,11.51,2.9365,32.1602,1025.5064
5.12,2.9856,32.1134,1025.4652,11.18,2.9193,32.1497,1025.4995
5.43,2.9858,32.1148,1025.4663,10.84,2.9474,32.1488,1025.4965
5.71,2.9845,32.113,1025.465,10.51,2.9514,32.1516,1025.4984
6.01,2.9806,32.1151,1025.467,10.18,2.9455,32.1513,1025.4986
6.3,2.9732,32.1169,1025.469,9.86,2.9651,32.1485,1025.4948
6.6,2.9722,32.1182,1025.4702,9.53,2.9609,32.1542,1025.4997
6.88,2.9787,32.1202,1025.4712,9.19,2.9688,32.1553,1025.4998
7.17,2.9792,32.1183,1025.4697,8.84,2.9753,32.147,1025.4928
7.45,2.9811,32.1184,1025.4695,8.51,2.9631,32.1545,1025.4997
7.73,2.9801,32.1184,1025.4696,8.17,2.967,32.1442,1025.4912
7.99,2.9783,32.1182,1025.4696,7.8,2.967,32.1525,1025.4978
8.26,2.97,32.1199,1025.4717,7.43,2.9816,32.1541,1025.4979
8.52,2.9667,32.1238,1025.475,7.06,2.9859,32.1419,1025.4878
8.79,2.9693,32.1242,1025.4752,6.67,2.9833,32.1588,1025.5014
9.07,2.9723,32.1246,1025.4752,6.26,3.0273,32.1542,1025.4941
9.3,2.9747,32.1226,1025.4734,5.82,3.0444,32.1585,1025.496
9.56,2.976,32.1231,1025.4737,5.36,3.0481,32.1386,1025.48
9.8,2.9729,32.1212,1025.4724,4.87,3.0462,32.1535,1025.492
10.07,2.9697,32.1214,1025.4729,4.37,3.0555,32.151,1025.4891
10.28,2.9631,32.1286,1025.4792,3.8,3.0681,32.1533,1025.4899
10.52,2.9684,32.1244,1025.4754,3.26,3.0693,32.1521,1025.4889
10.76,2.9689,32.127,1025.4774,2.77,3.0767,32.1538,1025.4896
10.97,2.967,32.124,1025.4752,2.33,3.0811,32.1452,1025.4824
11.19,2.9629,32.1224,1025.4743,2.0,3.0777,32.1596,1025.4941
11.4,2.9535,32.1314,1025.4822,1.7,3.0858,32.1542,1025.4891
