sentinel_depth,sentinel_temperature,sentinel_salinity,sentinel_density,slocum_depth,slocum_temperature,slocum_salinity,slocum_density
15.61,2.8827,32.1523,1025.5046,18.25,2.8925,32.1524,1025.5039
16.02,2.8774,32.1515,1025.5044,18.34,2.8922,32.1509,1025.5028
16.44,2.8742,32.1545,1025.507,18.45,2.8925,32.1517,1025.5033
16.87,2.8748,32.1553,1025.5077,18.56,2.8939,32.153,1025.5043
17.3,2.8778,32.1515,1025.5044,18.68,2.8976,32.1533,1025.5042
17.76,2.8779,32.1524,1025.5051,18.74,2.8978,32.1533,1025.5042
18.22,2.8811,32.1976,1025.5407,18.8,2.8979,32.1535,1025.5043
18.68,2.9739,32.2721,1025.5921,18.91,2.898,32.1554,1025.5059
19.14,3.1211,32.2935,1025.5966,19.0,2.8978,32.1528,1025.5038
19.63,3.2404,32.2829,1025.5778,19.03,2.897,32.1532,1025.5042
20.09,3.3181,32.2437,1025.54,19.03,2.8974,32.153,1025.504
20.56,3.34,32.2433,1025.5377,19.02,2.8982,32.1519,1025.503
21.03,3.348,32.2441,1025.5376,19.03,2.8962,32.1534,1025.5044
21.45,3.3513,32.1546,1025.4665,19.02,2.8964,32.1531,1025.5041
21.4,3.3429,32.2121,1025.5128,18.99,2.8964,32.1532,1025.5042
21.34,3.3294,32.2141,1025.5155,18.96,2.8968,32.1528,1025.5039
21.32,3.3385,32.1911,1025.4965,18.93,2.8972,32.1523,1025.5035
21.32,3.3429,32.1716,1025.4806,18.92,2.8959,32.1528,1025.5039
21.33,3.3445,32.1564,1025.4684,18.87,2.8979,32.152,1025.5032
21.35,3.3446,32.1439,1025.4585,18.78,2.8956,32.1525,1025.5038
21.39,3.344,32.136,1025.4524,18.68,2.8953,32.1528,1025.504
21.45,3.3446,32.1295,1025.4471,18.58,2.8957,32.1527,1025.5038
21.52,3.3461,32.1225,1025.4415,18.48,2.8958,32.152,1025.5033
21.59,3.3472,32.1203,1025.4397,18.37,2.8944,32.1519,1025.5033
21.7,3.3479,32.1069,1025.429,18.27,2.8948,32.1524,1025.5037
21.71,3.348,32.1196,1025.439,18.16,2.8945,32.1519,1025.5033
21.71,3.3451,32.1282,1025.4461,18.05,2.8923,32.1518,1025.5035
21.71,3.3443,32.1292,1025.4469,17.9,2.8901,32.1494,1025.5017
21.71,3.3333,32.1419,1025.458,17.71,2.8888,32.1503,1025.5025
21.72,3.3151,32.158,1025.4723,17.52,2.8899,32.1492,1025.5015
21.74,3.2917,32.1836,1025.4946,17.33,2.8886,32.1493,1025.5018
21.76,3.2719,32.2042,1025.5127,17.13,2.8862,32.1448,1025.4984
21.75,3.2654,32.2147,1025.5216,16.93,2.8846,32.1472,1025.5004
21.8,3.2718,32.21,1025.5173,16.73,2.8822,32.1452,1025.499
21.82,3.2774,32.2038,1025.5119,16.52,2.8856,32.1469,1025.5001
21.82,3.2851,32.1933,1025.503,16.28,2.8873,32.1473,1025.5003
21.85,3.2885,32.1845,1025.4957,16.01,2.8815,32.1445,1025.4985
21.9,3.2899,32.1776,1025.49,15.72,2.8796,32.1458,1025.4997
21.93,3.2945,32.1684,1025.4824,15.43,2.8847,32.148,1025.5011
21.97,3.2968,32.1634,1025.4782,15.16,2.8852,32.1447,1025.4984
21.98,3.3009,32.1591,1025.4744,14.91,2.8861,32.1462,1025.4995
22.01,3.3062,32.1538,1025.4698,14.66,2.8895,32.1461,1025.4991
22.03,3.3125,32.1455,1025.4627,14.39,2.8888,32.1456,1025.4988
22.03,3.3187,32.1373,1025.4556,14.1,2.8877,32.1461,1025.4993
22.07,3.3225,32.1328,1025.4517,13.78,2.8892,32.1456,1025.4988
22.11,3.3233,32.1302,1025.4496,13.46,2.8881,32.1418,1025.4958
22.15,3.324,32.128,1025.4478,13.15,2.8855,32.1459,1025.4993
22.18,3.3262,32.1263,1025.4462,12.87,2.8892,32.1446,1025.498
22.21,3.3285,32.1252,1025.4452,12.6,2.8931,32.15,1025.502
22.23,3.3309,32.1212,1025.4418,12.31,2.9023,32.1455,1025.4976
22.24,3.3334,32.1196,1025.4403,12.02,2.8974,32.1488,1025.5007
22.26,3.3344,32.1175,1025.4386,11.7,2.9051,32.1459,1025.4977
22.29,3.3337,32.1199,1025.4405,11.39,2.905,32.1459,1025.4977
22.31,3.3311,32.1201,1025.4409,11.06,2.9072,32.1457,1025.4974
22.28,3.3276,32.1232,1025.4436,10.72,2.9063,32.1443,1025.4963
22.29,3.3276,32.1218,1025.4426,10.41,2.9051,32.145,1025.497
22.28,3.3306,32.1199,1025.4408,10.12,2.9053,32.1494,1025.5004
22.29,3.3328,32.1193,1025.4401,9.84,2.9274,32.1334,1025.4859
22.3,3.3356,32.1153,1025.4367,9.54,2.9519,32.1699,1025.5129
22.31,3.3384,32.1143,1025.4357,9.25,2.9735,32.1136,1025.4664
22.32,3.3409,32.1127,1025.4342,8.99,2.9212,32.1432,1025.4942
22.3,3.3446,32.1093,1025.4311,8.82,2.9178,32.1466,1025.4972
22.28,3.3473,32.1075,1025.4295,8.75,2.9131,32.1442,1025.4957
22.25,3.3496,32.1062,1025.4282,8.83,2.9102,32.1508,1025.5011
22.25,3.352,32.1045,1025.4267,9.02,2.9226,32.1486,1025.4984
22.25,3.3538,32.1034,1025.4257,9.28,2.9292,32.1465,1025.4962
22.26,3.3543,32.1032,1025.4255,9.56,2.9203,32.1467,1025.4971
22.26,3.3537,32.1057,1025.4275,9.85,2.922,32.1466,1025.4968
22.26,3.3521,32.1081,1025.4296,10.13,2.9288,32.1418,1025.4925
22.24,3.3525,32.1082,1025.4296,10.37,2.9211,32.1485,1025.4985
22.22,3.3532,32.1084,1025.4297,10.61,2.9209,32.147,1025.4973
22.19,3.3531,32.1093,1025.4304,10.83,2.9198,32.1437,1025.4948
22.15,3.3521,32.112,1025.4327,11.04,2.9115,32.1546,1025.5041
22.13,3.3519,32.1122,1025.4329,11.24,2.916,32.1331,1025.4866
22.11,3.3522,32.1127,1025.4332,11.46,2.9033,32.15,1025.5011
22.08,3.3522,32.1141,1025.4343,11.69,2.8815,32.1452,1025.4991
22.07,3.3515,32.1166,1025.4364,11.94,2.8905,32.143,1025.4966
22.02,3.3509,32.1212,1025.4401,12.18,2.9013,32.1485,1025.5001
22.0,3.3499,32.1244,1025.4427,12.43,2.9002,32.145,1025.4974
21.96,3.3477,32.1288,1025.4463,12.69,2.8996,32.1432,1025.496
21.91,3.3441,32.1358,1025.4522,12.96,2.9066,32.1519,1025.5024
21.88,3.339,32.1434,1025.4586,13.21,2.9189,32.1497,1025.4996
21.84,3.3345,32.1523,1025.4661,13.45,2.9015,32.1446,1025.497
21.81,3.3289,32.1622,1025.4745,13.71,2.8821,32.1389,1025.494
21.77,3.3219,32.1715,1025.4824,13.96,2.8824,32.1453,1025.4991
21.73,3.313,32.186,1025.4947,14.21,2.8795,32.1424,1025.497
21.71,3.2982,32.2041,1025.5104,14.45,2.8737,32.1446,1025.4992
21.67,3.2853,32.2196,1025.5238,14.69,2.875,32.144,1025.4987
21.65,3.2868,32.2202,1025.5241,14.94,2.877,32.1439,1025.4984
21.63,3.295,32.2127,1025.5174,15.2,2.8761,32.1437,1025.4984
21.59,3.2981,32.209,1025.5142,15.45,2.8752,32.1458,1025.5001
21.58,3.3005,32.2061,1025.5117,15.69,2.8759,32.1451,1025.4995
21.55,3.3039,32.2038,1025.5096,15.93,2.8771,32.145,1025.4993
21.53,3.3058,32.2032,1025.5089,16.17,2.8803,32.1444,1025.4985
21.52,3.3074,32.2053,1025.5105,16.38,2.8793,32.1455,1025.4995
21.5,3.3104,32.2027,1025.5082,16.52,2.88,32.145,1025.499
21.5,3.316,32.1985,1025.5043,16.61,2.8795,32.1452,1025.4992
21.51,3.3196,32.195,1025.5012,16.71,2.8798,32.1452,1025.4992
21.49,3.321,32.1949,1025.5011,16.78,2.8792,32.1459,1025.4998
21.49,3.3216,32.1951,1025.5011,16.84,2.8793,32.1443,1025.4985
21.51,3.3221,32.1955,1025.5014,16.89,2.8799,32.1472,1025.5008
21.48,3.3232,32.195,1025.501,16.94,2.8831,32.1464,1025.4999
21.49,3.3245,32.1943,1025.5003,16.99,2.883,32.1461,1025.4997
21.49,3.3252,32.1941,1025.5001,17.01,2.8829,32.1472,1025.5005
21.48,3.3249,32.1965,1025.502,17.02,2.8821,32.1473,1025.5008
21.49,3.3242,32.1989,1025.5039,17.05,2.8832,32.1467,1025.5002
21.48,3.3244,32.1993,1025.5042,17.05,2.8821,32.1459,1025.4996
21.47,3.3223,32.2029,1025.5073,17.04,2.8839,32.1469,1025.5002
21.48,3.3216,32.2043,1025.5085,17.01,2.8844,32.1468,1025.5001
21.47,3.3225,32.2039,1025.5081,16.96,2.8842,32.1466,1025.5
21.48,3.3232,32.2037,1025.5078,16.91,2.8846,32.1478,1025.5009
21.47,3.3226,32.2047,1025.5087,16.84,2.8842,32.1481,1025.5012
21.48,3.3212,32.2079,1025.5113,16.78,2.8842,32.1476,1025.5008
21.48,3.3207,32.2078,1025.5113,16.71,2.8856,32.1488,1025.5016
21.47,3.321,32.2081,1025.5115,16.62,2.8836,32.1473,1025.5006
21.44,3.3226,32.2075,1025.5109,16.51,2.8839,32.1476,1025.5008
21.45,3.3247,32.2047,1025.5084,16.4,2.8844,32.1477,1025.5008
21.42,3.3284,32.2005,1025.5048,16.29,2.8843,32.1464,1025.4998
21.41,3.3313,32.1977,1025.5024,16.17,2.8817,32.1467,1025.5003
21.4,3.3333,32.1956,1025.5006,16.04,2.8817,32.146,1025.4997
21.36,3.3365,32.1931,1025.4982,15.89,2.8818,32.1467,1025.5002
21.36,3.3404,32.1891,1025.4947,15.72,2.8816,32.1463,1025.5
21.36,3.3434,32.1862,1025.4922,15.55,2.8791,32.1452,1025.4993
21.33,3.3456,32.1831,1025.4895,15.39,2.8774,32.1446,1025.499
21.32,3.3473,32.1822,1025.4887,15.19,2.8779,32.1442,1025.4986
21.28,3.3486,32.1807,1025.4874,14.97,2.8762,32.1438,1025.4985
21.26,3.3492,32.1801,1025.4869,14.75,2.8764,32.1451,1025.4994
21.23,3.3496,32.1776,1025.4848,14.53,2.877,32.1441,1025.4986
21.19,3.3498,32.179,1025.4859,14.28,2.8759,32.1434,1025.4981
21.15,3.3499,32.1794,1025.4862,14.0,2.8773,32.1453,1025.4995
21.14,3.3499,32.1808,1025.4874,13.7,2.8797,32.1438,1025.4982
21.13,3.3499,32.179,1025.4859,13.4,2.9323,32.1494,1025.4982
21.07,3.3499,32.1793,1025.4861,13.09,2.9646,32.1473,1025.4939
21.02,3.3503,32.1794,1025.4862,12.78,2.972,32.1446,1025.4911
20.96,3.3505,32.1777,1025.4848,12.46,2.9268,32.1468,1025.4967
20.91,3.3509,32.1817,1025.4879,12.14,2.9218,32.1498,1025.4994
20.89,3.3516,32.1814,1025.4877,11.82,2.9357,32.146,1025.4952
20.84,3.3524,32.1847,1025.4902,11.49,2.9466,32.1464,1025.4947
20.82,3.3527,32.1887,1025.4933,11.17,2.9444,32.1445,1025.4934
20.75,3.353,32.1924,1025.4963,10.84,2.9518,32.1435,1025.4919
20.69,3.3528,32.1978,1025.5006,10.51,2.9423,32.1443,1025.4934
20.64,3.3529,32.203,1025.5047,10.17,2.9599,32.1482,1025.495
20.54,3.3529,32.2084,1025.5089,9.81,2.9585,32.1439,1025.4917
20.47,3.3531,32.2124,1025.5121,9.45,2.9589,32.1465,1025.4937
20.39,3.3529,32.2191,1025.5174,9.08,2.9607,32.1476,1025.4944
20.33,3.3526,32.223,1025.5205,8.76,2.9679,32.1461,1025.4926
20.24,3.3516,32.2297,1025.5259,8.53,2.9679,32.1468,1025.4932
20.18,3.3511,32.2348,1025.53,8.41,2.9635,32.1477,1025.4943
20.09,3.3512,32.2403,1025.5343,8.42,2.9615,32.1484,1025.495
20.0,3.3515,32.2443,1025.5375,8.53,2.9782,32.1482,1025.4934
19.88,3.3497,32.2505,1025.5425,8.76,2.9695,32.1412,1025.4886
19.81,3.3491,32.2541,1025.5455,9.04,2.9677,32.1526,1025.4978
19.71,3.3503,32.2555,1025.5465,9.35,2.9865,32.1386,1025.4851
19.63,3.3502,32.2576,1025.5481,9.67,2.9588,32.1393,1025.488
19.55,3.3509,32.2588,1025.5491,9.95,2.9594,32.1662,1025.5093
19.44,3.3471,32.2648,1025.5542,10.22,2.9758,32.1474,1025.493
19.35,3.3414,32.2729,1025.561,10.48,2.9791,32.1273,1025.4768
19.23,3.3366,32.2785,1025.5659,10.71,2.9727,32.1329,1025.4818
19.15,3.3339,32.2797,1025.5671,10.93,2.9276,32.1509,1025.4998
19.04,3.3328,32.2787,1025.5664,11.15,2.9221,32.148,1025.4979
18.9,3.3309,32.2791,1025.5669,11.38,2.9099,32.1446,1025.4963
18.83,3.3283,32.2809,1025.5685,11.62,2.8914,32.1446,1025.4978
18.71,3.3188,32.2897,1025.5763,11.88,2.8891,32.1462,1025.4993
18.63,3.2994,32.3042,1025.5895,12.14,2.8907,32.1478,1025.5004
18.5,3.2642,32.3252,1025.6092,12.39,2.8916,32.146,1025.4989
18.37,3.218,32.3468,1025.6304,12.64,2.89,32.1459,1025.499
18.25,3.1441,32.3833,1025.6658,12.88,2.89,32.1453,1025.4985
18.15,3.0356,32.4104,1025.6966,13.12,2.8902,32.1455,1025.4986
18.0,2.987,32.3784,1025.6753,13.35,2.8919,32.1446,1025.4978
17.92,2.96,32.3527,1025.6572,13.59,2.89,32.1469,1025.4997
17.76,2.9578,32.32,1025.6314,13.82,2.8914,32.1451,1025.4982
17.65,2.9474,32.3124,1025.6263,14.08,2.8905,32.1454,1025.4985
17.51,2.9176,32.3117,1025.6282,14.34,2.8889,32.1427,1025.4965
17.37,2.8864,32.2985,1025.6203,14.57,2.8857,32.1448,1025.4984
17.25,2.8731,32.2798,1025.6066,14.82,2.8837,32.1439,1025.4979
17.1,2.8711,32.2637,1025.594,15.04,2.8807,32.1459,1025.4997
16.95,2.8753,32.2511,1025.5836,15.3,2.8796,32.1448,1025.4989
16.79,2.8762,32.2406,1025.5752,15.57,2.8789,32.1451,1025.4992
16.67,2.8768,32.2332,1025.5693,15.82,2.8791,32.1434,1025.4979
16.51,2.8748,32.2284,1025.5656,16.06,2.88,32.1434,1025.4978
16.36,2.8734,32.2209,1025.5599,16.29,2.8784,32.1459,1025.4999
16.18,2.8746,32.2146,1025.5547,16.5,2.877,32.146,1025.5001
16.05,2.8748,32.2115,1025.5523,16.65,2.8779,32.1465,1025.5004
15.87,2.8748,32.2081,1025.5495,16.76,2.8786,32.146,1025.5
15.73,2.8809,32.2014,1025.5438,16.83,2.8788,32.1455,1025.4996
15.56,2.8829,32.1972,1025.5402,16.91,2.8792,32.1458,1025.4998
15.38,2.8836,32.1932,1025.537,16.97,2.8793,32.1458,1025.4997
15.22,2.8838,32.1911,1025.5353,17.0,2.8784,32.1455,1025.4996
15.05,2.8838,32.1891,1025.5338,17.03,2.8789,32.1469,1025.5006
14.85,2.8841,32.185,1025.5305,17.06,2.8784,32.1458,1025.4998
14.7,2.8838,32.1838,1025.5296,17.1,2.8791,32.1463,1025.5002
14.53,2.8836,32.1814,1025.5277,17.13,2.879,32.1464,1025.5002
14.35,2.8831,32.18,1025.5265,17.13,2.8802,32.1469,1025.5005
14.17,2.8832,32.1764,1025.5237,17.13,2.8788,32.1461,1025.5
14.0,2.8835,32.176,1025.5233,17.14,2.8788,32.1469,1025.5007
13.83,2.8838,32.174,1025.5218,17.12,2.879,32.1463,1025.5001
13.64,2.8839,32.1729,1025.5209,17.09,2.8787,32.1467,1025.5005
13.46,2.8854,32.1719,1025.52,17.06,2.8798,32.1471,1025.5007
13.29,2.8855,32.1701,1025.5185,17.04,2.8792,32.1473,1025.501
13.08,2.8863,32.1683,1025.517,16.98,2.8802,32.147,1025.5006
12.9,2.8865,32.1679,1025.5167,16.87,2.8788,32.1466,1025.5004
12.7,2.8877,32.1666,1025.5156,16.78,2.8799,32.1457,1025.4996
12.51,2.8877,32.1638,1025.5133,16.71,2.8843,32.1458,1025.4993
12.31,2.8876,32.1647,1025.5141,16.63,2.8859,32.1445,1025.4982
12.11,2.8886,32.1632,1025.5128,16.5,2.8848,32.1458,1025.4993
11.91,2.8885,32.1622,1025.512,16.35,2.8859,32.1449,1025.4985
11.71,2.8908,32.1617,1025.5114,16.22,2.8857,32.1448,1025.4984
11.51,2.8944,32.161,1025.5106,16.09,2.8856,32.1457,1025.4991
11.31,2.9038,32.1592,1025.5084,15.93,2.8861,32.1443,1025.498
11.12,2.9305,32.1639,1025.5099,15.74,2.8857,32.1449,1025.4985
10.91,2.944,32.1469,1025.4953,15.55,2.8862,32.1451,1025.4986
10.71,2.9404,32.1488,1025.4971,15.37,2.8868,32.1456,1025.499
10.5,2.9338,32.1553,1025.5027,15.16,2.8861,32.1454,1025.4989
10.29,2.933,32.1531,1025.5011,14.93,2.8896,32.1451,1025.4983
10.09,2.9391,32.156,1025.5029,14.7,2.891,32.1458,1025.4988
9.88,2.9613,32.1544,1025.4998,14.47,2.8904,32.145,1025.4982
9.69,2.9502,32.1443,1025.4927,14.21,2.8927,32.1455,1025.4984
9.5,2.9373,32.1478,1025.4965,13.95,2.8954,32.1431,1025.4963
9.28,2.9228,32.1598,1025.5073,13.65,2.8945,32.1483,1025.5005
9.06,2.9275,32.1535,1025.5019,13.35,2.8957,32.1448,1025.4976
8.86,2.9143,32.1502,1025.5003,13.04,2.8956,32.147,1025.4994
8.65,2.9018,32.16,1025.5092,12.7,2.8983,32.1446,1025.4973
8.46,2.9152,32.157,1025.5057,12.36,2.898,32.1506,1025.502
8.22,2.9374,32.1622,1025.508,12.01,2.9059,32.1452,1025.4971
8.01,2.9557,32.1524,1025.4987,11.64,2.9024,32.1359,1025.49
7.82,2.9671,32.1487,1025.4948,11.29,2.9011,32.1479,1025.4997
7.58,2.9737,32.1458,1025.4919,10.94,2.9031,32.1441,1025.4964
7.38,2.9752,32.1438,1025.4902,10.59,2.9184,32.1577,1025.506
7.18,2.9598,32.136,1025.4853,10.26,2.9124,32.1535,1025.5031
6.96,2.9422,32.1517,1025.4992,9.93,2.9232,32.1575,1025.5054
6.78,2.9462,32.1541,1025.5008,9.6,2.9292,32.1457,1025.4956
6.58,2.9642,32.1563,1025.501,9.28,2.9219,32.1408,1025.4922
6.4,2.9749,32.1475,1025.4932,8.96,2.9308,32.1632,1025.5093
6.21,2.975,32.1368,1025.4847,8.6,2.9575,32.1557,1025.5011
6.01,2.9754,32.1498,1025.4949,8.26,2.9789,32.139,1025.4861
5.82,2.9708,32.1376,1025.4856,7.91,2.9695,32.1411,1025.4886
5.65,2.9594,32.1447,1025.4922,7.54,2.9811,32.1491,1025.4939
5.42,2.947,32.1523,1025.4993,7.17,2.9746,32.1463,1025.4922
5.26,2.947,32.1497,1025.4972,6.78,2.9682,32.1606,1025.5041
5.06,2.9473,32.153,1025.4999,6.38,2.9897,32.1508,1025.4946
4.87,2.9515,32.1555,1025.5015,5.96,2.9881,32.1445,1025.4897
4.66,2.9537,32.1466,1025.4942,5.52,2.985,32.1464,1025.4914
4.48,2.9557,32.1562,1025.5016,5.06,2.9866,32.1498,1025.494
4.28,2.9683,32.1516,1025.497,4.58,2.996,32.1449,1025.4893
4.13,2.9837,32.1405,1025.4869,4.09,3.0096,32.1525,1025.4942
3.93,2.9857,32.1495,1025.4938,3.59,2.992,32.1477,1025.4919
3.72,2.9946,32.1416,1025.4869,3.12,2.9982,32.1558,1025.4978
3.55,2.9911,32.1449,1025.4897,2.71,2.995,32.1509,1025.4942
3.37,2.9872,32.1435,1025.489,2.37,2.9993,32.1569,1025.4986
3.18,2.9948,32.1464,1025.4906,2.1,3.0319,32.1557,1025.4949
3.0,2.9976,32.1461,1025.4901,-0.04,3.0596,32.1425,1025.4821
2.82,2.9871,32.1338,1025.4813,-0.09,3.0568,32.1522,1025.49
2.63,2.9683,32.1482,1025.4943,-0.05,3.0566,32.1517,1025.4896
2.45,2.9633,32.1535,1025.4989,-0.01,3.0565,32.1518,1025.4897
2.27,2.9717,32.1505,1025.4958,-0.02,3.0553,32.1526,1025.4905
2.08,2.968,32.1431,1025.4902,-0.03,3.056,32.1517,1025.4897
1.91,2.9645,32.1538,1025.4991,-0.03,3.0561,32.1521,1025.49
1.73,2.9811,32.1538,1025.4976,-0.06,3.0561,32.1514,1025.4894
1.57,2.9993,32.1449,1025.4891,-0.07,3.0553,32.1523,1025.4902
1.37,2.9839,32.137,1025.4841,-0.01,3.0551,32.1521,1025.4901
1.19,2.9845,32.1527,1025.4965,-0.02,3.0558,32.1517,1025.4897
0.99,2.9994,32.1452,1025.4893,-0.02,3.0557,32.1524,1025.4902
0.83,3.0001,32.1366,1025.4824,-0.02,3.056,32.1528,1025.4905
0.64,2.999,32.1439,1025.4883,-0.0,3.056,32.1518,1025.4898
0.46,2.9974,32.1382,1025.4839,-0.0,3.0565,32.152,1025.4899
0.28,2.9997,32.1413,1025.4862,0.03,3.0562,32.1528,1025.4905
0.12,3.0044,32.1408,1025.4854,0.06,3.0558,32.1521,1025.49
-0.06,3.0044,32.1412,1025.4857,0.07,3.0562,32.1512,1025.4893
-0.24,3.0073,32.1408,1025.4851,0.08,3.0548,32.1521,1025.4901
-0.36,3.0073,32.1399,1025.4844,0.07,3.0552,32.1545,1025.492
-0.47,3.0056,32.1424,1025.4865,0.07,3.0552,32.1522,1025.4902
-0.56,3.0078,32.141,1025.4852,0.08,3.0551,32.1528,1025.4906
-0.61,3.0087,32.1428,1025.4866,0.11,3.0562,32.1525,1025.4903
-0.67,3.0091,32.1411,1025.4852,0.12,3.056,32.1519,1025.4898
-0.67,3.009,32.142,1025.4859,0.15,3.0555,32.1517,1025.4898
-0.64,3.0076,32.1425,1025.4865,0.19,3.0553,32.1525,1025.4904
-0.65,3.0075,32.1442,1025.4878,0.25,3.0554,32.1528,1025.4906
-0.61,3.0082,32.1433,1025.487,0.35,3.0543,32.1531,1025.4909
-0.57,3.007,32.1439,1025.4877,0.44,3.0542,32.1526,1025.4906
-0.8,3.0024,32.0876,1025.4434,0.55,3.0539,32.1514,1025.4896
-0.78,3.0031,32.0872,1025.443,0.68,3.0533,32.1517,1025.4899
-0.8,3.0024,32.0875,1025.4433,0.82,3.0514,32.151,1025.4895
-0.83,3.0033,32.0881,1025.4437,0.99,3.0497,32.1514,1025.49
-0.79,3.0008,32.0907,1025.4459,1.16,3.0504,32.151,1025.4896
-0.77,3.0019,32.0858,1025.442,1.31,3.0425,32.1499,1025.4894
-0.81,3.003,32.0835,1025.4401,1.47,3.0485,32.152,1025.4905
-0.82,3.0034,32.0857,1025.4417,1.65,3.0472,32.1516,1025.4903
-0.79,3.0004,32.0889,1025.4446,1.83,3.0473,32.1516,1025.4904
-0.81,3.0024,32.087,1025.4429,2.0,3.0475,32.1521,1025.4907
-0.8,3.0018,32.0862,1025.4423,2.2,3.0466,32.1515,1025.4903
-0.82,3.0008,32.0893,1025.4448,2.4,3.0475,32.1522,1025.4908
-0.81,3.0004,32.0862,1025.4424,2.61,3.0432,32.1508,1025.4901
-0.78,3.0006,32.0875,1025.4434,2.84,3.0391,32.1423,1025.4836
-0.78,3.0009,32.0868,1025.4429,3.06,3.0308,32.1557,1025.495
-0.79,3.0016,32.0882,1025.4439,3.28,3.0202,32.1484,1025.4901
-0.77,2.9996,32.0879,1025.4438,3.49,3.0175,32.1529,1025.4939
-0.78,3.0005,32.0861,1025.4423,3.7,3.0189,32.156,1025.4963
-0.77,3.0012,32.0858,1025.442,3.92,3.026,32.15,1025.4909
-0.8,3.0008,32.0834,1025.4402,4.12,3.0121,32.1533,1025.4946
-0.79,2.9997,32.0856,1025.442,4.33,3.0141,32.1491,1025.4911
-0.79,2.9997,32.0872,1025.4432,4.54,3.0063,32.15,1025.4925
-0.79,3.0,32.0871,1025.4432,4.77,2.9942,32.1517,1025.4949
-0.75,3.0002,32.0837,1025.4405,5.0,3.0112,32.1506,1025.4926
-0.79,2.999,32.0847,1025.4413,5.23,3.0104,32.1504,1025.4925
-0.79,3.0009,32.0838,1025.4405,5.46,2.9973,32.1557,1025.4978
-0.77,2.9995,32.0846,1025.4412,5.7,3.0026,32.15,1025.4928
-0.77,2.9995,32.0859,1025.4422,5.95,3.0063,32.1543,1025.4959
-0.79,3.0003,32.0866,1025.4427,6.19,3.0093,32.1535,1025.495
-0.77,3.0006,32.0829,1025.4397,6.43,3.0051,32.1515,1025.4938
-0.8,3.0001,32.0828,1025.4397,6.68,3.0051,32.1514,1025.4937
-0.81,3.003,32.0807,1025.4379,6.94,3.0039,32.1523,1025.4945
-0.79,3.0014,32.0845,1025.441,7.19,2.9999,32.1521,1025.4948
-0.79,2.9999,32.0825,1025.4395,7.43,3.0021,32.152,1025.4945
-0.78,3.0006,32.086,1025.4423,7.67,3.0014,32.15,1025.4929
-0.77,2.9986,32.0887,1025.4446,7.9,2.9962,32.1488,1025.4924
-0.81,3.0004,32.0865,1025.4426,8.15,2.9947,32.1532,1025.496
-0.81,2.9999,32.0883,1025.4441,8.42,2.9959,32.1516,1025.4947
-0.78,3.0005,32.0866,1025.4427,8.7,2.9924,32.156,1025.4985
-0.77,3.0,32.0875,1025.4434,9.0,2.9983,32.1472,1025.491
-0.77,3.0,32.0887,1025.4444,9.35,2.9946,32.1511,1025.4943
-0.79,2.9995,32.0898,1025.4453,9.71,2.9895,32.1522,1025.4957
-0.78,3.0003,32.0873,1025.4433,10.07,2.9886,32.1534,1025.4967
-0.78,2.9997,32.0857,1025.4421,10.4,2.9748,32.1361,1025.4841
-0.77,2.9994,32.0854,1025.4419,10.7,2.9606,32.145,1025.4924
-0.79,2.9999,32.0847,1025.4412,10.99,2.9505,32.1456,1025.4937
-0.81,3.0009,32.0855,1025.4418,11.29,2.9426,32.1471,1025.4956
-0.78,2.9991,32.0868,1025.443,11.6,2.9316,32.1448,1025.4946
-0.78,2.9995,32.084,1025.4407,11.93,2.9305,32.1527,1025.501
-0.81,3.0,32.0858,1025.4421,12.27,2.9362,32.1458,1025.4951
-0.77,3.0001,32.0864,1025.4426,12.61,2.9323,32.1454,1025.4951
-0.79,2.9995,32.0863,1025.4425,12.95,2.9212,32.1504,1025.4999
-0.78,2.9993,32.0867,1025.4429,13.27,2.9059,32.1501,1025.501
-0.77,2.999,32.083,1025.44,13.6,2.9038,32.1462,1025.4981
-0.79,2.9997,32.0833,1025.4402,13.93,2.9015,32.1433,1025.496
-0.79,3.0021,32.0815,1025.4385,14.24,2.8976,32.1524,1025.5035
-0.81,3.0034,32.0806,1025.4377,14.56,2.8919,32.1423,1025.4959
-0.8,3.0026,32.0826,1025.4394,14.92,2.8852,32.1465,1025.4998
-0.82,3.0015,32.0839,1025.4405,15.28,2.8871,32.1489,1025.5015
-0.8,3.0007,32.0828,1025.4397,15.64,2.8892,32.1468,1025.4998
-0.78,3.0001,32.0858,1025.4421,16.0,2.8855,32.1451,1025.4987
-0.8,3.0008,32.0856,1025.4419,16.34,2.8839,32.1469,1025.5002
-0.78,3.0015,32.0856,1025.4419,16.65,2.8864,32.1493,1025.502
-0.79,3.0001,32.0856,1025.4419,16.97,2.8873,32.1473,1025.5003
-0.78,2.9999,32.0855,1025.4419,17.31,2.8864,32.145,1025.4985
-0.79,3.0013,32.083,1025.4398,17.62,2.8807,32.1495,1025.5026
-0.8,3.0015,32.085,1025.4414,17.89,2.8834,32.1491,1025.5021
-0.79,3.0028,32.0847,1025.441,18.12,2.8826,32.1487,1025.5018
-0.8,3.0008,32.0857,1025.442,18.34,2.8833,32.1486,1025.5017
-0.77,3.0004,32.0877,1025.4436,18.54,2.8825,32.1482,1025.5014
-0.77,3.0017,32.0866,1025.4426,18.71,2.8855,32.1509,1025.5033
-0.8,3.0034,32.0857,1025.4417,18.85,2.8864,32.1505,1025.5029
